Category,Sub Category,Simplified Category,Brand Name,Product Name,Weight,MRP/Unit,Product ID,Image URL,Rating,No of Users Purchased
Snacks Branded Foods,Ready To Cook Eat,Groceries,Kitchens Of India,Ready To Eat - Dal Bukhara,285 g ,110.0,202212044,https://www.bigbasket.com/media/uploads/p/s/40001333_2-kitchens-of-india-ready-to-eat-dal-bukhara.jpg,4.1,79
Snacks Branded Foods,Ready To Cook Eat,Groceries,MTR,Ready To Eat - Pongal,300 g Carton,99.0,202212045,https://www.bigbasket.com/media/uploads/p/s/265994_1-mtr-ready-to-eat-pongal.jpg,4.7,63
Snacks Branded Foods,Ready To Cook Eat,Groceries,ChefBoss,Hyderabadi Biryani Masala Paste - Ready To Cook,2x150 g Multipack ,200.0,202212046,https://www.bigbasket.com/media/uploads/p/s/1213755_2-chefboss-hyderabadi-biryani-masala-paste-ready-to-cook.jpg,4.7,45
Snacks Branded Foods,Ready To Cook Eat,Groceries,ITC Master Chef,"Cooking Paste - Masaledar Mutton, Easy To Cook, Ready To Cook Indian Paste",80 g  ,75.0,202212047,https://www.bigbasket.com/media/uploads/p/s/40200612_2-itc-master-chef-cooking-paste-masaledar-mutton-easy-to-cook-ready-to-cook-indian-paste.jpg,4.4,91
Snacks Branded Foods,Ready To Cook Eat,Groceries,ChefBoss,Honey Chilli Stir Fry Sauce & Dip,2x175 g Multipack ,150.0,202212048,https://www.bigbasket.com/media/uploads/p/s/1213749_2-chefboss-honey-chilli-stir-fry-sauce-dip.jpg,4.1,90
Baby Care,Baby Toiletries,Groceries,Johnson's baby,Buds,75 Stems/150 Swabs  ,100.0,202212049,https://www.bigbasket.com/media/uploads/p/s/264003_12-johnsons-baby-buds.jpg,4.5,52
Cleaning Household,All Purpose Cleaners,Groceries,Colin,Gadget Cleaner Spray Sparkling +  Harpic Power Plus Toilet Cleaner (each 500 ml),Combo 2 Items,188.0,202212050,https://www.bigbasket.com/media/uploads/p/s/1213825_1-colin-gadget-cleaner-spray-sparkling-harpic-power-plus-toilet-cleaner-each-500-ml.jpg,4.3,28
Cleaning Household,All Purpose Cleaners,Groceries,Colin,Glass Cleaner Liquid Spray,3X500 ml Multipack ,279.0,202212051,https://www.bigbasket.com/media/uploads/p/s/1207194_7-colin-glass-cleaner-liquid-spray.jpg,4.2,83
Cleaning Household,All Purpose Cleaners,Groceries,Kiwi,Dranex Drain Cleaner,50 g (Pack of 6),135.0,202212052,https://www.bigbasket.com/media/uploads/p/s/40156673_5-kiwi-dranex-drain-cleaner.jpg,4.6,80
Cleaning Household,All Purpose Cleaners,Groceries,Mr Muscle,Kitchen Cleaner - Powers Through Grease & Grime,500 ml ,130.0,202212053,https://www.bigbasket.com/media/uploads/p/s/263939_10-mr-muscles-kitchen-cleaner-powers-through-grease-grime.jpg,4.8,90
Cleaning Household,All Purpose Cleaners,Groceries,bb Combo,Colin Cleaner - Glass and Household 500 ml + Scotch Brite Sponge Wipe Large 1 pc,Combo 2 Items,163.0,202212054,https://www.bigbasket.com/media/uploads/p/s/1208166_2-bb-combo-colin-cleaner-glass-and-household-500-ml-scotch-brite-sponge-wipe-large-1-pc.jpg,5.0,59
Cleaning Household,All Purpose Cleaners,Groceries,Colin,"Glass Cleaner Liquid Refill Pack - Cleans Mirror, Car & Home Appliances",1 L  ,159.0,202212055,https://www.bigbasket.com/media/uploads/p/s/40174606_8-colin-glass-cleaner-liquid-refill-pack-cleans-mirror-car-home-appliances.jpg,4.5,30
Cleaning Household,All Purpose Cleaners,Groceries,Colin,Glass & Household Cleaner 500 ml + Glass Cleaner Liquid Refill Pack 1 L,Combo 2 Items,252.0,202212056,https://www.bigbasket.com/media/uploads/p/s/1213764_1-colin-glass-household-cleaner-500-ml-glass-cleaner-liquid-refill-pack-1-l.jpg,4.4,33
Cleaning Household,All Purpose Cleaners,Groceries,Kiwi,Dranex Drain Cleaner,375 g Bottle,160.0,202212057,https://www.bigbasket.com/media/uploads/p/s/100019572_2-kiwi-dranex-drain-cleaner.jpg,4.9,97
Cleaning Household,All Purpose Cleaners,Groceries,Colin,Gadget Cleaner Spray Sparkling Shine + Glass and Household Cleaner (each 500 ml),Combo 2 Items,192.0,202212058,https://www.bigbasket.com/media/uploads/p/s/1213823_1-colin-gadget-cleaner-spray-sparkling-shine-glass-and-household-cleaner-each-500-ml.jpg,4.8,77
Cleaning Household,All Purpose Cleaners,Groceries,Colin,TV & Gadget Cleaner Spray,500 ml  ,99.0,202212059,https://www.bigbasket.com/media/uploads/p/s/40212978_2-colin-tv-gadget-cleaner-spray.jpg,4.6,64
Cleaning Household,All Purpose Cleaners,Groceries,Herbal Strategi,"Kitchen Cleaner, Disinfectant & Insect Repellent",500 ml ,130.0,202212060,https://www.bigbasket.com/media/uploads/p/s/40057048_4-herbal-strategi-kitchen-cleaner-disinfectant-insect-repellent.jpg,4.6,82
Cleaning Household,All Purpose Cleaners,Groceries,BB Home,"Glass Cleaner, Streak Free Formulation",500 ml  ,89.0,202212061,https://www.bigbasket.com/media/uploads/p/s/40130363_5-bb-home-glass-cleaner-streak-free-formulation.jpg,4.6,28
Cleaning Household,All Purpose Cleaners,Groceries,Colin,Gadget Cleaner Spray Sparkling Shine 500 ml + Lizol Multi-Purpose Cleaner 450 ml,Combo 2 Items,239.0,202212062,https://www.bigbasket.com/media/uploads/p/s/1213824_1-colin-gadget-cleaner-spray-sparkling-shine-500-ml-lizol-multi-purpose-cleaner-450-ml.jpg,4.5,39
Cleaning Household,All Purpose Cleaners,Groceries,BB Home Herbal,Kitchen Cleaner,500 ml Bottle,130.0,202212063,https://www.bigbasket.com/media/uploads/p/s/40203065_5-bb-home-herbal-kitchen-cleaner.jpg,4.3,54
Cleaning Household,All Purpose Cleaners,Groceries,bb Combo,Colin TV & Gadget Cleaner 500ml + Scotch Brite Microfibre Multipurpose Wipe 2Pcs,Combo 2 Items,278.0,202212064,https://www.bigbasket.com/media/uploads/p/s/1214294_1-bb-combo-colin-tv-gadget-cleaner-500ml-scotch-brite-microfibre-multipurpose-wipe-2pcs.jpg,4.9,41
Cleaning Household,All Purpose Cleaners,Groceries,bb Combo,Gadget Cleaner Spray Shine 250ml+Scotch Brite Microfibre Multipurpose Wipe 2Pcs,Combo 2 Items,241.0,202212065,https://www.bigbasket.com/media/uploads/p/s/1214295_1-bb-combo-gadget-cleaner-spray-shine-250mlscotch-brite-microfibre-multipurpose-wipe-2pcs.jpg,4.2,86
Cleaning Household,All Purpose Cleaners,Groceries,BB Home,Glass Cleaner Refill,500 ml ,89.0,202212066,https://www.bigbasket.com/media/uploads/p/s/40213610_3-bb-home-glass-cleaner-refill.jpg,4.7,100
Cleaning Household,All Purpose Cleaners,Groceries,Mr Muscle,Glass & Household Cleaner - Trigger Bottle,500 ml ,89.0,202212067,https://www.bigbasket.com/media/uploads/p/s/100106766_7-mr-muscles-glass-household-cleaner-trigger-bottle.jpg,4.8,73
Cleaning Household,All Purpose Cleaners,Groceries,BB Home Herbal,Glass Cleaner,500 ml Bottle,130.0,202212068,https://www.bigbasket.com/media/uploads/p/s/40203063_9-bb-home-herbal-glass-cleaner.jpg,4.1,47
Cleaning Household,All Purpose Cleaners,Groceries,Frosch,"Glass Cleaner - Spirit, Trigger",500 ml ,359.0,202212069,https://www.bigbasket.com/media/uploads/p/s/40084462_3-frosch-glass-cleaner-spirit-trigger.jpg,4.4,32
Cleaning Household,All Purpose Cleaners,Groceries,PureCult,Glass Cleaner,500 ml ,299.0,202212070,https://www.bigbasket.com/media/uploads/p/s/40208873_2-purecult-glass-cleaner.jpg,4.8,71
Cleaning Household,All Purpose Cleaners,Groceries,Kolan,Kitchen Cleaner - Nature's Toughest,700 ml ,395.0,202212071,https://www.bigbasket.com/media/uploads/p/s/40161298_1-kolan-kitchen-cleaner-natures-toughest.jpg,4.9,51
Cleaning Household,All Purpose Cleaners,Groceries,ECO365,"Water Saving Aerator - Switch, ABS Body",1 pc ,409.0,202212072,https://www.bigbasket.com/media/uploads/p/s/40182807_6-eco365-water-saving-aerator-switch-abs-body.jpg,4.3,32
Cleaning Household,All Purpose Cleaners,Groceries,Kolan,No Streak Glass Cleaner,700 ml ,395.0,202212073,https://www.bigbasket.com/media/uploads/p/s/40161303_1-kolan-no-streak-glass-cleaner.jpg,4.1,39
Cleaning Household,All Purpose Cleaners,Groceries,ECO365,"Water Shower Flow/Aerator - Blue, 3 LPM",4 pcs ,639.0,202212074,https://www.bigbasket.com/media/uploads/p/s/40182805_5-eco365-water-shower-flowaerator-blue-3-lpm.jpg,4.7,73
Cleaning Household,All Purpose Cleaners,Groceries,ECO365,"Water Saving Aerator, Switch",2 pcs ,999.0,202212075,https://www.bigbasket.com/media/uploads/p/s/40182809_5-eco365-water-saving-aerator-switch.jpg,4.3,88
Cleaning Household,All Purpose Cleaners,Groceries,Dr Rhazes,Concentrated Vegetable & Fruit Wash,500 ml (Pack of 2) ,600.0,202212076,https://www.bigbasket.com/media/uploads/p/s/40202646_1-dr-rhazes-concentrated-vegetable-fruit-wash.jpg,5.0,36
Cleaning Household,All Purpose Cleaners,Groceries,Dr Rhazes,Germ Kill Spray Foam,110 ml (Pack of 2) ,198.0,202212077,https://www.bigbasket.com/media/uploads/p/s/40202647_1-dr-rhazes-germ-kill-spray-foam.jpg,4.7,27
Cleaning Household,All Purpose Cleaners,Groceries,Dr Rhazes,Germ Kill Spray Foam,250 ml (Pack of 2),320.0,202212078,https://www.bigbasket.com/media/uploads/p/s/40202648_1-dr-rhazes-germ-kill-spray-foam.jpg,4.4,25
Cleaning Household,All Purpose Cleaners,Groceries,Dr Rhazes,Ultra Protect Spray,250 ml (Pack of 4) ,720.0,202212079,https://www.bigbasket.com/media/uploads/p/s/40202660_1-dr-rhazes-ultra-protect-spray.jpg,4.8,28
Cleaning Household,All Purpose Cleaners,Groceries,ZM LABS,Air & Surface Disinfectant Spray,250 ml (Pack of 3),510.0,202212080,https://www.bigbasket.com/media/uploads/p/s/40197100_1-zm-labs-air-surface-disinfectant-spray.jpg,4.4,39
Cleaning Household,All Purpose Cleaners,Groceries,Floroma,Glass Cleaner,500 ml ,61.0,202212081,https://www.bigbasket.com/media/uploads/p/s/40083350_1-floroma-glass-cleaner.jpg,4.0,58
Cleaning Household,All Purpose Cleaners,Groceries,Veggie Clean,Food Safe Wipes,30 pcs ,149.0,202212082,https://www.bigbasket.com/media/uploads/p/s/40197074_1-veggie-clean-food-safe-wipes.jpg,4.6,74
Cleaning Household,All Purpose Cleaners,Groceries,Herbal Strategi,"Glass Cleaner, Disinfectant & Insect Repellent",500 ml ,130.0,202212083,https://www.bigbasket.com/media/uploads/p/s/40102093_4-herbal-strategi-glass-cleaner-disinfectant-insect-repellent.jpg,4.8,94
Cleaning Household,All Purpose Cleaners,Groceries,Cif,Kitchen Cleaning Spray - Tough Grease Removal,450 ml ,149.0,202212084,https://www.bigbasket.com/media/uploads/p/s/40189607_1-cif-kitchen-cleaning-spray-tough-grease-removal.jpg,4.5,82
Bakery Cakes Dairy,Gourmet Breads,Groceries,Britannia,"Treat Croissant - Vanilla Creme Roll, 100% Veg",6x45 g Multipack ,90.0,202212085,https://www.bigbasket.com/media/uploads/p/s/1214335_2-britannia-treat-croissant-vanilla-creme-roll-100-veg.jpg,4.2,48
Bakery Cakes Dairy,Gourmet Breads,Groceries,Britannia,"Treat Croissant - Cocoa Creme Roll, 100% Veg",6x45 g Multipack ,90.0,202212086,https://www.bigbasket.com/media/uploads/p/s/1214334_2-britannia-treat-croissant-cocoa-creme-roll-100-veg.jpg,4.5,87
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils Choco Cream,45 g Pouch,15.0,202212087,https://www.bigbasket.com/media/uploads/p/s/277882_3-bauli-moonfils-choco-cream.jpg,4.2,29
Bakery Cakes Dairy,Gourmet Breads,Groceries,Britannia,"Treat Croissant, 100% Veg - Cocoa Creme Roll + Vanilla Creme Roll (2x45 g Each)",Combo 2 Items,60.0,202212088,https://www.bigbasket.com/media/uploads/p/s/1214489_1-britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-2x45-g-each.jpg,4.8,28
Bakery Cakes Dairy,Gourmet Breads,Groceries,Britannia,"Treat Croissant, 100% Veg - Cocoa Creme Roll + Vanilla Creme Roll (3 x 45g each)",Combo 2 Items,90.0,202212089,https://www.bigbasket.com/media/uploads/p/s/1214490_1-britannia-treat-croissant-100-veg-cocoa-creme-roll-vanilla-creme-roll-3-x-45g-each.jpg,4.6,73
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils - Vanilla,45 g ,15.0,202212090,https://www.bigbasket.com/media/uploads/p/s/40119175_4-bauli-moonfils-vanilla.jpg,4.1,61
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Croissants - Butter,150 g (Pack of 2),109.0,202212091,https://www.bigbasket.com/media/uploads/p/s/40037504_1-fresho-signature-croissants-butter.jpg,5.0,37
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,"Croissant - Plain Butter, Mini",100 g Pack of 4,109.0,202212092,https://www.bigbasket.com/media/uploads/p/s/40087521_2-fresho-signature-croissant-plain-butter-mini.jpg,4.3,98
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils Veg - Choco,45 g ,15.0,202212093,https://www.bigbasket.com/media/uploads/p/s/40124630_2-bauli-moonfils-veg-choco.jpg,4.3,70
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Croissant - Chocolate,150 g (Pack of 2),119.0,202212094,https://www.bigbasket.com/media/uploads/p/s/40037506_1-fresho-signature-croissant-chocolate.jpg,4.6,69
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils Orange,45 g Pouch,15.0,202212095,https://www.bigbasket.com/media/uploads/p/s/277884_6-bauli-moonfils-orange.jpg,4.8,47
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils - Strawberry,45 g ,15.0,202212096,https://www.bigbasket.com/media/uploads/p/s/40119176_2-bauli-moonfils-strawberry.jpg,4.2,84
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Bagel - Plain,250 g (Pack of 3),55.0,202212097,https://www.bigbasket.com/media/uploads/p/s/40037503_1-fresho-signature-bagel-plain.jpg,4.2,52
Bakery Cakes Dairy,Gourmet Breads,Groceries,Bauli,Moonfils Veg - Strawberry,45 g ,15.0,202212098,https://www.bigbasket.com/media/uploads/p/s/40124631_3-bauli-moonfils-veg-strawberry.jpg,4.4,86
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Croissants - Cheese,150 g (Pack of 2),119.0,202212099,https://www.bigbasket.com/media/uploads/p/s/40037505_1-fresho-signature-croissants-cheese.jpg,4.8,85
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,"Croissant - Cheese & Chilli, Mini",100 g Pack of 4,149.0,202212100,https://www.bigbasket.com/media/uploads/p/s/40087519_2-fresho-signature-croissant-cheese-chilli-mini.jpg,4.0,77
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Danish - Tutty Frutty,100 g Pack of 4,119.0,202212101,https://www.bigbasket.com/media/uploads/p/s/40087516_13-fresho-signature-danish-tutty-frutty.jpg,4.2,91
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Danish - Blueberry,100 g Pack of 2,119.0,202212102,https://www.bigbasket.com/media/uploads/p/s/40087517_2-fresho-signature-danish-blueberry.jpg,4.5,47
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Danish - Strawberry,100 g Pack of 2,119.0,202212103,https://www.bigbasket.com/media/uploads/p/s/40087514_2-fresho-signature-danish-strawberry.jpg,4.1,31
Bakery Cakes Dairy,Gourmet Breads,Groceries,Fresho Signature,Croissant - Butter With Hazelnut Spread,100 g ,175.0,202212104,https://www.bigbasket.com/media/uploads/p/s/40087518_13-fresho-signature-croissant-butter-with-hazelnut-spread.jpg,4.2,30
